organization_name,city,province,region,country,website,organization_type,sector,certification_date,estimated_expiry_date,certifier,source,cis_preselection_notes
DEDA NEXT S.r.l.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-12,2026-12-12,KIWA CERMET Italia S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-12; scadenza stimata 2026-12-12 assumendo validità triennale; ente certificatore: KIWA CERMET Italia S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
GUALA CLOSURES S.P.A,Breganze,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-12,2026-12-12,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-12; scadenza stimata 2026-12-12 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
JACOBACCI & PARTNERS S.p.A.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-12,2026-12-12,SQS Italia S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-12; scadenza stimata 2026-12-12 assumendo validità triennale; ente certificatore: SQS Italia S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
M.P.M. SRL,MASERA' DI PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-12,2026-12-12,IMQ S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-12; scadenza stimata 2026-12-12 assumendo validità triennale; ente certificatore: IMQ S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
S.M.I. Technologies And Consulting S.r.l.,Bassano Del Grappa,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-12,2026-12-12,SI CERT ITALY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-12; scadenza stimata 2026-12-12 assumendo validità triennale; ente certificatore: SI CERT ITALY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CASSA DEPOSITI E PRESTITI SPA,VERONA,VR,Veneto,Italia,,azienda certificata PdR125,,2023-12-13,2026-12-13,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-13; scadenza stimata 2026-12-13 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
EDENRED ITALIA S.r.l.,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-13,2026-12-13,SGS ICS ITALIA S.R.L.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-13; scadenza stimata 2026-12-13 assumendo validità triennale; ente certificatore: SGS ICS ITALIA S.R.L.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
TOPNETWORK S.p.A.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-13,2026-12-13,CERTITALIA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-13; scadenza stimata 2026-12-13 assumendo validità triennale; ente certificatore: CERTITALIA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
VIBECO S.R.L.,Venezia,VE,Veneto,Italia,,azienda certificata PdR125,,2023-12-13,2026-12-13,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-13; scadenza stimata 2026-12-13 assumendo validità triennale; ente certificatore: GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ALTHEA ITALIA S.p.A.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-14,2026-12-14,SGS ICS ITALIA S.R.L.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-14; scadenza stimata 2026-12-14 assumendo validità triennale; ente certificatore: SGS ICS ITALIA S.R.L.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Casa di Cura Privata Parco dei Tigli S.r.l.,Teolo,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-14,2026-12-14,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-14; scadenza stimata 2026-12-14 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
DENTSPLY SIRONA ITALIA S.R.L,VERONA,VR,Veneto,Italia,,azienda certificata PdR125,,2023-12-14,2026-12-14,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-14; scadenza stimata 2026-12-14 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
INNOVA SPA,CISANO,VR,Veneto,Italia,,azienda certificata PdR125,,2023-12-14,2026-12-14,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-14; scadenza stimata 2026-12-14 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
TSG ITALIA S.r.l.,Pianiga,VE,Veneto,Italia,,azienda certificata PdR125,,2023-12-14,2026-12-14,KIWA CERMET Italia S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-14; scadenza stimata 2026-12-14 assumendo validità triennale; ente certificatore: KIWA CERMET Italia S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CONFARTIGIANATO IMPRESE PADOVA,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-15,2026-12-15,ICIM S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-15; scadenza stimata 2026-12-15 assumendo validità triennale; ente certificatore: ICIM S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CONFARTIGIANATO IMPRESE PADOVA FORMAZIONE S.R.L.,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-15,2026-12-15,ICIM S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-15; scadenza stimata 2026-12-15 assumendo validità triennale; ente certificatore: ICIM S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CONFARTIGIANATO IMPRESE PADOVA IMMOBILIARE S.R.L.,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-15,2026-12-15,ICIM S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-15; scadenza stimata 2026-12-15 assumendo validità triennale; ente certificatore: ICIM S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CONFARTIGIANATO IMPRESE PADOVA SERVIZI S.P.A.,Este,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-15,2026-12-15,ICIM S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-15; scadenza stimata 2026-12-15 assumendo validità triennale; ente certificatore: ICIM S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
RISORSE S.p.A.,Verona,VR,Veneto,Italia,,azienda certificata PdR125,,2023-12-15,2026-12-15,KIWA CERMET Italia S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-15; scadenza stimata 2026-12-15 assumendo validità triennale; ente certificatore: KIWA CERMET Italia S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Siav S.P.A.,Rubano,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-15,2026-12-15,DEKRA Testing and Certification S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-15; scadenza stimata 2026-12-15 assumendo validità triennale; ente certificatore: DEKRA Testing and Certification S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
FAMILY CARE SRL,Verona,VR,Veneto,Italia,,azienda certificata PdR125,,2023-12-17,2026-12-17,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-17; scadenza stimata 2026-12-17 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
MEDIAGRAF S.p.A.,Noventa Padovana,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-17,2026-12-17,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-17; scadenza stimata 2026-12-17 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
OPENJOBMETIS SPA,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-17,2026-12-17,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-17; scadenza stimata 2026-12-17 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
PROJECT INFORMATICA S.r.l.,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-17,2026-12-17,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-17; scadenza stimata 2026-12-17 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Banca Prealpi San Biagio,TARZO,TV,Veneto,Italia,,azienda certificata PdR125,,2023-12-18,2026-12-18,CSQA Certificazioni S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-18; scadenza stimata 2026-12-18 assumendo validità triennale; ente certificatore: CSQA Certificazioni S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
BVR Banca Veneto Centrale Credito Cooperativo Italiano - Società Cooperativa,LONGARE,VI,Veneto,Italia,,azienda certificata PdR125,,2023-12-18,2026-12-18,CSQA Certificazioni S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-18; scadenza stimata 2026-12-18 assumendo validità triennale; ente certificatore: CSQA Certificazioni S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CAF IMPRESE CNA PADOVA E ROVIGO SRL,ADRIA,RO,Veneto,Italia,,azienda certificata PdR125,,2023-12-18,2026-12-18,CSQA Certificazioni S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-18; scadenza stimata 2026-12-18 assumendo validità triennale; ente certificatore: CSQA Certificazioni S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CNA PADOVA E ROVIGO,ROVIGO,RO,Veneto,Italia,,azienda certificata PdR125,,2023-12-18,2026-12-18,CSQA Certificazioni S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-18; scadenza stimata 2026-12-18 assumendo validità triennale; ente certificatore: CSQA Certificazioni S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
G&P NET SOCIETA’ PER AZIONI,NOVENTA DI PIAVE,VE,Veneto,Italia,,azienda certificata PdR125,,2023-12-18,2026-12-18,RINA Services S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-18; scadenza stimata 2026-12-18 assumendo validità triennale; ente certificatore: RINA Services S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
I.GE.S.A. S.R.L.,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-18,2026-12-18,CSQA Certificazioni S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-18; scadenza stimata 2026-12-18 assumendo validità triennale; ente certificatore: CSQA Certificazioni S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Kursana San Marco s.c.s.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-18,2026-12-18,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-18; scadenza stimata 2026-12-18 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ORIGINAL MARINES S.p.A.,Sona,VR,Veneto,Italia,,azienda certificata PdR125,,2023-12-18,2026-12-18,KIWA CERMET Italia S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-18; scadenza stimata 2026-12-18 assumendo validità triennale; ente certificatore: KIWA CERMET Italia S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
SERVIZI CNA S.R.L.,ESTE,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-18,2026-12-18,CSQA Certificazioni S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-18; scadenza stimata 2026-12-18 assumendo validità triennale; ente certificatore: CSQA Certificazioni S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
TECNA SOCIETA' CONSORTILE A R.L.,ESTE,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-18,2026-12-18,CSQA Certificazioni S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-18; scadenza stimata 2026-12-18 assumendo validità triennale; ente certificatore: CSQA Certificazioni S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
TOGNANA PORCELLANE S.p.A.,Casier,TV,Veneto,Italia,,azienda certificata PdR125,,2023-12-18,2026-12-18,SGS ICS ITALIA S.R.L.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-18; scadenza stimata 2026-12-18 assumendo validità triennale; ente certificatore: SGS ICS ITALIA S.R.L.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
VPS S.R.L.,CODEVIGO,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-18,2026-12-18,RINA Services S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-18; scadenza stimata 2026-12-18 assumendo validità triennale; ente certificatore: RINA Services S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ADECCO GROUP ITALIA,AFFI,VR,Veneto,Italia,,azienda certificata PdR125,,2023-12-19,2026-12-19,RINA Services S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-19; scadenza stimata 2026-12-19 assumendo validità triennale; ente certificatore: RINA Services S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ARTESIA POZZI PER ACQUA S.R.L.,NOGARA,VR,Veneto,Italia,,azienda certificata PdR125,,2023-12-19,2026-12-19,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-19; scadenza stimata 2026-12-19 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Cesaro Mac. Import S.r.l.,Eraclea,VE,Veneto,Italia,,azienda certificata PdR125,,2023-12-19,2026-12-19,DASA RÄGISTER S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-19; scadenza stimata 2026-12-19 assumendo validità triennale; ente certificatore: DASA RÄGISTER S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Gianni & Origoni,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-19,2026-12-19,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-19; scadenza stimata 2026-12-19 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
PARROCCHIA SAN GIUSEPPE OPERAIO,MONSELICE,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-19,2026-12-19,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-19; scadenza stimata 2026-12-19 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
D’UVA S.R.L.,Venezia,VE,Veneto,Italia,,azienda certificata PdR125,,2023-12-20,2026-12-20,CERTIFICA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-20; scadenza stimata 2026-12-20 assumendo validità triennale; ente certificatore: CERTIFICA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ESSENDI ITALIA S.R.L.,Venezia,VE,Veneto,Italia,,azienda certificata PdR125,,2023-12-20,2026-12-20,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-20; scadenza stimata 2026-12-20 assumendo validità triennale; ente certificatore: GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
RICOH ITALIA S.R.L.,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-20,2026-12-20,RINA Services S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-20; scadenza stimata 2026-12-20 assumendo validità triennale; ente certificatore: RINA Services S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
INTERNATIONAL RETAIL DEVELOPMENT S.R.L.,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-12-21,2026-12-21,APAVE CERTIFICATION ITALIA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-12-21; scadenza stimata 2026-12-21 assumendo validità triennale; ente certificatore: APAVE CERTIFICATION ITALIA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
